,dim1,dim2,dim3,dim4,nn,min_dist
129634,-0.7759246826171875,3.293137550354004,4.059558868408203,3.796099901199341,131621,0.3135435879230499
136833,-0.797974705696106,3.4519336223602295,3.221163272857666,1.8721503019332886,599671,0.19314485788345337
206222,-0.6852283477783203,1.1543660163879395,2.0528907775878906,0.5910659432411194,165941,0.2311684936285019
138837,-0.8481341004371643,4.762355327606201,2.413001298904419,2.5860235691070557,168745,0.43533778190612793
987983,-0.2067830115556717,1.053892970085144,-0.18756112456321716,0.5205458402633667,833148,0.16257107257843018
562345,-0.9263532757759094,4.789824962615967,4.624769687652588,4.290860176086426,825654,0.32664817571640015
182032,-0.23839685320854187,0.14898541569709778,0.020995106548070908,0.7918320298194885,107422,0.14476695656776428
275645,-0.595138669013977,-0.24236270785331726,1.7633715867996216,1.2196383476257324,121921,0.2506881058216095
151021,-0.23590651154518127,1.0239301919937134,-0.07497701793909073,0.673128068447113,833148,0.04705880954861641
177342,-0.406047523021698,1.7375797033309937,0.8329200148582458,-0.2670763432979584,748662,0.09580094367265701
578057,-0.4755994379520416,1.4588786363601685,1.247129201889038,0.02955196239054203,169545,0.4139135181903839
186444,-0.6298817992210388,4.049140453338623,2.21346116065979,2.961452007293701,107018,0.16810812056064606
206525,-0.6495077610015869,1.6406793594360352,3.19720721244812,2.9423766136169434,943862,0.5139268636703491
131621,-0.703441321849823,3.048269033432007,3.8777687549591064,3.789207696914673,129634,0.3135435879230499
887373,-0.18188506364822388,2.2336833477020264,1.7837618589401245,3.1998231410980225,633847,0.2510010600090027
412528,-0.83831787109375,3.860133171081543,4.368409156799316,4.139599800109863,153227,0.15323123335838318
869472,-0.7258535623550415,3.54941725730896,3.342623233795166,2.4406192302703857,227432,0.3865318298339844
573249,-0.24085062742233276,1.5754773616790771,0.11887054890394211,0.9936110973358154,118023,0.1675748974084854
151930,-0.14725910127162933,0.7501706480979919,-0.21586290001869202,0.553505003452301,174841,0.11230473965406418
529953,-0.6945093870162964,3.7860774993896484,4.100913047790527,4.180523872375488,124422,0.3118942081928253
120515,-0.6979910135269165,2.4368999004364014,2.9008572101593018,1.3919322490692139,186848,0.12656037509441376
770352,-0.6823788285255432,3.3218119144439697,4.289848327636719,4.322331428527832,154835,0.27857157588005066
667056,-0.48019155859947205,2.6710939407348633,0.817953884601593,1.2382255792617798,571548,0.17987452447414398
966975,-0.5660159587860107,3.093851327896118,2.076312780380249,1.1386419534683228,208327,0.4183899164199829
127731,-0.6272784471511841,3.5250790119171143,2.2977778911590576,1.4034305810928345,108222,0.30313751101493835
123824,-0.7169866561889648,3.7854413986206055,2.972137689590454,2.049437999725342,200917,0.30848249793052673
211316,-0.7851839661598206,2.8383328914642334,4.432394027709961,3.91373348236084,715950,0.2655183672904968
192439,-0.4671357274055481,-0.5006410479545593,0.14738255739212036,0.4462873041629791,196952,0.2773791551589966
705341,-0.7051621675491333,0.6524805426597595,2.6113877296447754,1.5686683654785156,136732,0.21885865926742554
174437,-0.4477268159389496,0.13672050833702087,0.3979341685771942,-0.09990038722753525,318637,0.1552508920431137
169949,-0.821139395236969,3.752617835998535,4.316788196563721,3.870039939880371,153227,0.14691781997680664
137431,-0.48349615931510925,3.2929587364196777,1.4607603549957275,2.223356246948242,702133,0.11590225994586945
121315,-1.0623258352279663,4.51476526260376,5.525756359100342,4.673122406005859,609143,0.3246702551841736
172635,-0.3448130190372467,2.5103843212127686,0.9249393939971924,1.9109400510787964,878877,0.163248211145401
146129,-0.856942892074585,3.3244283199310303,3.7875723838806152,2.38420033454895,362034,0.15231800079345703
571144,-0.8770599961280823,3.3532755374908447,4.909482955932617,4.666696548461914,951457,0.350899338722229
102816,-0.6119502782821655,3.603649377822876,1.5477454662322998,1.528457522392273,130114,0.11437240242958069
123925,-0.49909332394599915,0.40775367617607117,0.9564283490180969,0.10349122434854507,366446,0.19873261451721191
210415,-0.8789981007575989,3.8639914989471436,4.068357467651367,2.7151377201080322,445543,0.1503039449453354
132118,-0.38945242762565613,2.593228816986084,0.8174216151237488,1.6767646074295044,878877,0.13062362372875214
185442,-0.3083736002445221,0.018817387521266937,0.3635520040988922,1.0564007759094238,568963,0.17266178131103516
115825,-0.1232745572924614,0.4717254042625427,-0.21262019872665405,0.5098851323127747,176441,0.047615598887205124
894067,-0.7136634588241577,3.6501619815826416,2.8786509037017822,1.571177363395691,200917,0.22589817643165588
206323,-0.25427111983299255,1.7378219366073608,0.30955326557159424,1.1458977460861206,896879,0.24480116367340088
