,dim1,dim2,dim3,dim4,nn,min_dist
930449,1.1665472984313965,21.061357498168945,7.582529544830322,2.4263298511505127,126325,0.5752413272857666
694362,4.094779968261719,6.9331865310668945,7.338083267211914,7.278224468231201,561242,1.8979809284210205
873968,-0.10111778974533081,18.75422477722168,6.4203948974609375,3.9516026973724365,901442,0.20599763095378876
116524,6.552225589752197,4.147151947021484,2.7243101596832275,1.2062326669692993,523032,0.3839292824268341
159138,0.8562875986099243,14.559781074523926,0.2582096755504608,0.4188202917575836,779370,0.7349902987480164
168038,-0.2500416338443756,18.910720825195312,6.5046586990356445,4.209019184112549,873968,0.34645771980285645
114217,-0.9532357454299927,12.889670372009277,3.897291421890259,4.998034954071045,136631,1.0283758640289307
178950,2.1328673362731934,16.26264762878418,8.80193042755127,4.569825172424316,133827,0.6103302836418152
100307,1.6061081886291504,12.78908920288086,-0.8135254979133606,-0.143080934882164,212419,0.917762279510498
125222,-0.6849547028541565,3.1938486099243164,0.7239434123039246,4.239795207977295,700634,0.17143765091896057
154229,-0.6910440921783447,6.825258255004883,2.122887372970581,4.834681510925293,753251,0.8128370046615601
145834,2.4872329235076904,1.7808170318603516,3.5972371101379395,6.448400974273682,587664,1.0530287027359009
