,latent_0,latent_1,latent_2,latent_3,subject,label
0,1.535248875617981,-1.5389870405197144,1.2838996648788452,1.7825006246566772,131924,3
1,0.8856470584869385,0.3101230263710022,1.7039871215820312,1.5527119636535645,692964,2
2,1.659415364265442,-2.134589195251465,1.1293278932571411,0.9710582494735718,159946,3
3,1.3542801141738892,-1.0678640604019165,1.4723232984542847,2.552394390106201,122822,0
4,2.5835514068603516,-0.24225658178329468,3.0845446586608887,-1.1327147483825684,352132,1
5,1.7163877487182617,0.8720290660858154,2.6682839393615723,2.2738115787506104,828862,2
6,-0.42543092370033264,-2.157301664352417,1.5635157823562622,0.5839154720306396,127933,0
7,2.4024596214294434,-1.1601437330245972,1.5386062860488892,-2.2855069637298584,300618,1
8,0.24105454981327057,0.895715594291687,1.5824158191680908,1.3047043085098267,199251,2
9,1.0849217176437378,0.5364311337471008,0.5452278256416321,0.2650284171104431,120414,2
10,0.8580287098884583,0.518601655960083,0.970487654209137,2.0744380950927734,117930,2
11,0.4963037669658661,-2.456688165664673,2.6163010597229004,0.545731782913208,149741,2
12,1.808077335357666,0.10707812011241913,1.180627703666687,2.9281387329101562,656657,2
13,0.4994536340236664,-1.276938796043396,-0.008746830746531487,0.41795676946640015,211922,3
14,1.9554346799850464,-1.1030499935150146,3.3210608959198,0.40921616554260254,205725,1
15,1.76295804977417,0.46770042181015015,2.115002393722534,3.3650567531585693,912447,2
16,2.8245835304260254,-0.23716524243354797,2.428738594055176,-0.744894802570343,820745,1
17,2.4723105430603027,-1.9272371530532837,-0.08732928335666656,2.493661642074585,562446,3
18,0.4548916220664978,-2.503735065460205,1.3422366380691528,1.8622459173202515,878877,0
19,0.3246459662914276,-1.3230578899383545,1.214747428894043,1.807375192642212,268850,0
20,1.4877046346664429,-0.049730416387319565,1.275469422340393,-0.20588696002960205,107220,3
21,0.13384056091308594,-3.567409038543701,1.3031518459320068,-0.42098596692085266,749058,3
22,0.06607551127672195,-0.9904820322990417,3.107851982116699,1.0365548133850098,952863,2
23,0.5196307301521301,-2.358647108078003,1.3025954961776733,2.2926406860351562,108222,0
24,1.7770134210586548,-2.156853675842285,1.971176028251648,-0.18203198909759521,107422,1
25,-0.44984081387519836,-1.7926805019378662,-0.05158115178346634,2.348855495452881,227432,0
26,1.3927502632141113,-1.1905932426452637,-0.16101934015750885,0.9179134368896484,138231,3
27,2.2743606567382812,0.919616162776947,2.333766460418701,0.35557693243026733,196750,1
28,-0.5906388163566589,-0.4927329421043396,1.3284382820129395,2.941222667694092,159138,0
29,-0.21992245316505432,-0.1426793932914734,1.491355299949646,0.5489959120750427,204420,1
30,2.5044336318969727,-0.4453665018081665,1.7272181510925293,-1.3449636697769165,129937,1
31,1.769601583480835,0.21738186478614807,2.1053617000579834,1.0562191009521484,894067,2
32,0.329489141702652,0.9011163115501404,1.387826919555664,2.9238412380218506,392447,2
33,-0.22001752257347107,-2.1255502700805664,1.4296234846115112,2.2094168663024902,169141,0
34,2.0833051204681396,-1.7506929636001587,0.6240721344947815,1.1351509094238281,121315,3
35,2.7677628993988037,-2.7345051765441895,0.04009171575307846,1.0805894136428833,188448,3
36,0.7894046902656555,-1.6390995979309082,0.7498239874839783,3.0555260181427,168745,0
37,1.1833513975143433,-0.6578604578971863,2.4211196899414062,-0.5287266969680786,199655,1
38,0.23244690895080566,-2.4410855770111084,3.233469247817993,-1.6141716241836548,192439,1
39,-0.6361591219902039,-0.3210359513759613,2.866997003555298,0.8407177329063416,871762,2
40,1.8469496965408325,-2.109532356262207,0.008226653560996056,0.07411105185747147,389357,3
41,-0.49748650193214417,-0.778032660484314,1.4866714477539062,1.5260255336761475,193845,0
42,0.33442333340644836,-2.7136635780334473,1.8808624744415283,-0.8818609118461609,151728,1
43,-0.5994440913200378,-1.865262746810913,1.880067229270935,2.041560649871826,134425,0
44,1.1614807844161987,-1.5916844606399536,0.6209470629692078,0.4411323070526123,178950,3
45,-0.6803300380706787,-3.8621442317962646,2.282353401184082,0.9597599506378174,626648,0
46,0.9285835027694702,-1.7960269451141357,0.7897120118141174,-0.2041720151901245,209329,3
47,-0.31976044178009033,-0.6253960728645325,1.7204453945159912,1.9987194538116455,122418,0
48,1.8575304746627808,0.5768723487854004,0.7522966265678406,1.9520195722579956,101309,2
49,-0.39700111746788025,-1.693073034286499,1.6985725164413452,0.8694059252738953,424939,0
50,-0.10341240465641022,-1.3463585376739502,1.1462070941925049,3.109017848968506,154734,0
51,2.2710540294647217,1.534874439239502,2.6657185554504395,0.5705245733261108,152831,1
52,1.9729434251785278,-2.773923397064209,0.07957758754491806,-0.3923797011375427,720337,3
53,0.17833831906318665,-0.8636694550514221,1.4347431659698486,1.8623559474945068,667056,0
54,0.637551486492157,1.526611328125,3.8498971462249756,1.8955920934677124,136227,2
55,0.42048129439353943,-0.3769184947013855,3.4827122688293457,1.3259426355361938,151930,2
56,0.022310083732008934,-0.03818832337856293,3.7813732624053955,0.5681481957435608,154330,2
57,0.9300441145896912,0.35862353444099426,0.5007264614105225,2.5602359771728516,207628,2
58,1.3450084924697876,-0.9412693381309509,1.318623423576355,0.5428351163864136,118124,3
59,1.328754186630249,0.4648813307285309,2.261192798614502,2.341228485107422,792766,2
60,1.2929893732070923,-1.224030613899231,1.5821380615234375,3.419001340866089,212419,0
61,2.1540684700012207,-1.2928727865219116,1.082234263420105,3.252408742904663,584355,0
62,1.2950628995895386,-2.592772960662842,0.5122833251953125,-0.7383230924606323,715950,3
63,2.9839799404144287,-3.190812587738037,0.35519939661026,-0.0005652289837598801,209834,3
64,1.3207491636276245,-2.8215441703796387,0.7729882597923279,0.6011713147163391,675661,3
65,0.5279543995857239,0.8148616552352905,1.8436856269836426,2.3806707859039307,436845,2
66,0.15725421905517578,1.289760708808899,3.400167465209961,1.008256196975708,953764,2
67,-0.22240190207958221,-3.283433437347412,0.27554523944854736,1.1848050355911255,663755,0
68,2.1230034828186035,-0.2684130370616913,2.83100962638855,-2.621990203857422,943862,1
69,1.0500966310501099,0.9006546139717102,1.5927190780639648,3.358457326889038,578158,2
70,0.5336835384368896,0.16594240069389343,4.114411354064941,-0.3380392789840698,186040,1
71,2.9519803524017334,-1.0792930126190186,1.4137368202209473,-1.058680772781372,104820,1
72,-0.4644744098186493,-3.2540762424468994,1.6678013801574707,0.7616283893585205,896879,0
73,1.8242124319076538,0.3724112808704376,1.8897738456726074,1.6676878929138184,366446,2
74,-0.8387208580970764,-2.2448370456695557,1.200372338294983,0.8009636402130127,200917,0
75,-1.0922585725784302,-2.4370222091674805,0.8842536807060242,1.4111042022705078,580650,0
76,2.247598171234131,-1.5101984739303589,3.0820372104644775,-1.7645705938339233,194645,1
77,0.7675079703330994,-1.2734180688858032,1.6503742933273315,2.6435704231262207,151829,0
78,0.15145811438560486,1.3777260780334473,3.290254592895508,1.7635434865951538,137532,2
79,1.749835729598999,-1.8369406461715698,0.9026672840118408,-1.714732050895691,810843,3
80,0.45969358086586,-0.7534931302070618,1.5635066032409668,1.6658942699432373,153429,0
81,1.8171766996383667,-2.8692667484283447,0.5333921909332275,-1.18398118019104,580751,3
82,-0.07602032274007797,-0.9163172245025635,1.6389808654785156,2.069032907485962,270332,0
83,2.125521183013916,-0.5993406772613525,1.9263311624526978,0.06508969515562057,185947,1
84,0.7830036282539368,-0.5853878259658813,0.27116942405700684,1.802087426185608,627549,2
85,-0.17197562754154205,-0.6489202380180359,1.881535291671753,-0.4056371748447418,167036,1
86,1.4664855003356934,0.10846763849258423,1.136286973953247,1.0243712663650513,173536,2
87,-1.768841028213501,-1.67710280418396,2.9228644371032715,1.2097762823104858,517239,2
88,-0.23014286160469055,-2.4398927688598633,1.1712900400161743,-0.5618290305137634,555348,3
89,0.0037858616560697556,-1.121240258216858,1.813583493232727,1.9218159914016724,151324,0
90,0.6203868985176086,-2.6070761680603027,0.29066789150238037,2.5177900791168213,133928,0
91,2.242753028869629,-0.7158210873603821,2.6271328926086426,-1.4299732446670532,111312,1
92,0.9721283912658691,-0.37563079595565796,1.3492555618286133,2.6517205238342285,146634,2
93,1.1416280269622803,-0.17324845492839813,1.6940951347351074,0.7073042392730713,212015,2
94,1.9267772436141968,-2.204479694366455,0.4215923249721527,2.4802165031433105,397154,3
95,1.509545922279358,-2.194711685180664,0.711860716342926,-0.5376580953598022,634748,3
96,1.799192190170288,-1.8379735946655273,1.1697239875793457,1.7383981943130493,165638,3
97,1.425971508026123,-2.293942928314209,2.1573445796966553,-1.773773431777954,165436,1
98,1.4201456308364868,-2.0584821701049805,0.8493698835372925,-0.11532454937696457,305830,3
99,-0.3961896300315857,-1.9214389324188232,0.2694993317127228,1.209380030632019,433839,0
100,2.236391305923462,-2.2615513801574707,1.6546515226364136,-1.3201392889022827,353740,1
101,2.811908483505249,-1.1649186611175537,2.927387237548828,-1.3460274934768677,135528,1
102,0.5733031630516052,0.20145288109779358,2.4879302978515625,-1.213212490081787,133625,1
103,1.1266627311706543,-0.008331877179443836,1.7327576875686646,1.1595795154571533,113619,2
104,0.9406613111495972,-0.3111923933029175,4.365808010101318,0.7933096885681152,173738,2
105,1.6064666509628296,0.16919833421707153,0.9928260445594788,3.3087315559387207,111211,2
106,1.3966397047042847,-0.8982546925544739,2.0129294395446777,-1.5209006071090698,105620,1
107,2.3870604038238525,-0.5220629572868347,1.8732414245605469,-0.014256758615374565,136126,1
108,1.9747745990753174,-3.5357894897460938,0.5134691596031189,-0.5756045579910278,146432,3
109,1.5752159357070923,-2.016195297241211,2.4561800956726074,0.1449631303548813,113215,1
110,0.4676293134689331,-2.4873178005218506,0.16932667791843414,-0.27081039547920227,181232,3
111,0.4307820200920105,-2.1305854320526123,0.23234409093856812,1.1941629648208618,930449,3
112,1.3636661767959595,-4.074716091156006,0.20413179695606232,0.006503881886601448,118528,3
113,0.46391162276268005,0.22143788635730743,2.8008477687835693,1.440691351890564,173132,2
114,1.301904559135437,-1.5956822633743286,2.49725604057312,-1.3582412004470825,203721,1
115,-0.37456077337265015,-2.728393793106079,1.8829312324523926,0.9322742223739624,237334,0
116,0.9171628355979919,-1.9932599067687988,0.8353018164634705,2.7482106685638428,144226,0
117,-0.781043529510498,-3.167628526687622,2.116243839263916,2.041977882385254,115825,0
118,0.8278122544288635,1.1249455213546753,1.7741649150848389,1.3175127506256104,361234,2
119,-0.14729547500610352,-1.0711934566497803,1.6137542724609375,0.7972413301467896,136833,2
120,-0.23236428201198578,-3.275465250015259,0.057446204125881195,0.611060380935669,573451,0
